	Genre	actual	char	line	pred	linelength
6399	Romance	0	CHARLOTTE	once upon a time, there was a woman on a ship crossing the atlantic and her little boy got sick. very sick. and she said whoever saves my boy's life... i'll name my next baby after them. well, they got into port and they rushed her son to st. vincent's hospital... to here... and they saved his life. and so the mother named her next baby edna st. vincent millay.  and edna grew up to be, as i am sure you know, the second greatest female poet in american history.	1.0	90
6400	Romance	0	MAGGIE	to who?  are you asking me?	1.0	6
6401	Crime	1	RUDY	what you gotta worry about first is the guards. place doesn't look much richer than when i worked there, so let's figure you're gonna have to deal with ten of 'em. there'll be two on the floor, walking the room, that leaves eight up above. eyes in the sky. they see something up, they're the ones who'll hit the silen alarm and you're fucked.	1.0	64
6402	Mystery	1	ROCKLIN	how about what's his name -- harolday? he's no friend of the judge's, is he?	1.0	15
6403	Crime	1	ACE	seven o'clock.	1.0	2
6404	Fantasy	1	SAM	no, moll. don't do it. don't let him in!	1.0	9
6405	Crime	1	VITTI	'i want the truth.'   say it -- like you did just now.	1.0	12
6406	Romance	1	ENDICOTT	trouble is, when the red menace shows up the sheriff will still be crying 'wolf!'	1.0	15
6407	Drama	1	HENRY	 it's a boy.	1.0	3
6408	Sci-Fi	1	BUD	oww shit .	1.0	3
6409	Crime	1	LOBRUTO	 willy...	1.0	1
6410	Drama	1	MEEKS	is there a picture in the annual?	1.0	7
6411	Drama	1	SCHOTT	so i heard. john henry reached out to you?	1.0	9
6412	Comedy	0	LILA	nathan!	0.0	1
6413	War	1	RAFE	let's go.	1.0	2
6414	Romance	1	ELLIOT	no.	1.0	1
6415	Drama	1	MCMURPHY	how do ya know that?	1.0	5
6416	Mystery	1	GIDEON	mrs. lampert, any morning now you could wake up dead.	1.0	10
6417	Crime	1	YAKAVETTA	hey, rocco, wait. come back here.	1.0	6
6418	Romance	0	OLIVE	i'll help you out. i don't have anyone to call. i haven't watched	1.0	13
6419	Romance	1	BURNS	all right. the check will be certified. want my fingerprints?	1.0	10
6420	Mystery	1	LARRY	this is my wife.	1.0	4
6421	Drama	1	MICHAEL	no shit. they had me by the balls. next thing i know i'm in saigon ... in a secret lab synthesizing mind- altering drugs. not the street stuff mind you. they had us isolating special properties. the dark side, you know? they wanted a drug that increased aggressive tendencies.	1.0	49
6422	Crime	1	OLIVER	so, how long have you known eric?	1.0	7
6423	Action	1	POWELL	 he's alone, tired, hunted, and hasn't seen diddly-squat from us and you think he gives a flying fuck about what you're going to do to him? robinson, wake up and smell the shit you're shoveling!	1.0	35
6424	Romance	1	CHARLIE	really evil.  like how many people have you brutally murdered?	1.0	10
6425	Adventure	1	HARMSWAY	... and there's no truth that numtoknumtok% of that money will go into your swiss bank account?	1.0	17
6426	Romance	0	GIGI	i am so almost done with that. it's just been a little hard to focus on my article about the two sets of twins in market research, when the guy - who may or may not be the guy of my dreams - refuses to call me. numtoknumtok	1.0	48
6427	Crime	1	ALFRED	master wayne, if you're considering going back out there you need to hear some rumors surrounding bane.	1.0	17
6428	Mystery	1	BOURNE	listen to what you want.	1.0	5
6429	Sci-Fi	0	LULL	it the pope martian?	1.0	4
6430	Drama	1	ELLIS	if it happens, and my mom moves us off the river, they say the government can come take our boat away.	1.0	21
6431	Drama	1	RICHARD	i'm going to as soon as i can. i've already called rachel; she's going to tell the embassy.	1.0	18
6432	Romance	0	DIL	okay.	1.0	1
6433	Mystery	1	DUDE	well call them up and explain it to 'em, walter!  your plan is so fucking simple, i'm sure they'd fucking understand it!  that's the beauty of it walter!	1.0	28
6434	Mystery	1	DEREK	until now.	1.0	2
6435	Fantasy	1	SPHINX	amigo.	1.0	1
6436	Western	1	CHARLIE	you want me to have him looked up in the social register?	1.0	12
6437	Crime	0	NADIA	 what? i... i wasn't saying...	1.0	5
6438	Sci-Fi	0	JENNY	 i told you i'm looking for someone.	1.0	7
6439	Mystery	1	EAMES	so you led us into a war zone with no way out.	1.0	12
6440	War	1	DANNY	yeah.	1.0	1
6441	Fantasy	1	EDWARD	there's a fold-up wheelchair in the bathroom. wrap a blanket around me. as soon as we get off this floor, we'll be in the clear.	1.0	25
6442	Adventure	1	FINN	that's something we can track.	1.0	5
6443	Crime	0	SYKES	 no, we're not together.	1.0	4
6444	Romance	1	GEORGES	 please!	1.0	1
6445	Fantasy	0	RITA	oh, yuk, don't make me sick.	0.0	6
6446	Crime	1	JOEY	the rehearsal room is right this way.	0.0	7
6447	Action	1	FRANK	unfortunately. numtoknumtok.	1.0	2
6448	Drama	0	MARGO	they have to time it so everybody gets on at the last minute. so they can close the doors and let you sit.	1.0	23
6449	Mystery	0	EMILY	no, it's me, it's just been a crazy couple weeks. you remember doug. numtok.	1.0	14
6450	Drama	1	TREVES	what is it?	1.0	3
6451	Mystery	0	CAROL	no, but i'm not, i'm not joking. i mean, i'm telling you something. i'm telling you, i really saw her. i actually saw her.	1.0	24
6452	Sci-Fi	0	RACHEL	 i'm safe in my space.	1.0	5
6453	Drama	1	COLIN	yes, i should be off. colin clark. pleased to meet you, mr. armstrong.	1.0	13
6454	Sci-Fi	1	GRAHAM	i hate you.  i hate you...	1.0	6
6455	Comedy	0	LULU	tonight we're supposed to sell cookies.	1.0	6
6456	Sci-Fi	0	TERRI	"what did luke mean by a ""low sound?"""	1.0	8
6457	Mystery	1	STU		1.0	0
6458	Mystery	1	BERLIN	you haven't. and you got no voice in here, taylor, so keep it shut. st anne tell a lotta lies, don't you? some- thing that comes naturally to you?	1.0	29
6459	Sci-Fi	1	DATA	forward shields are down to ten percent.	1.0	7
6460	Comedy	1	FISHER	yeah, dad. it's great.	1.0	4
6461	Crime	1	NED	tomorrow...	1.0	1
6462	Romance	1	IKE	 i'm writing an article, i'm getting paid to do this, it's going to be a cover story, it's going to be published ... the facts will be read someday.	1.0	29
6463	Sci-Fi	1	MORPHEUS	i need the main wet-wall.	1.0	5
6464	Crime	1	SAUL	well, how much money do you have?	1.0	7
6465	Fantasy	1	O'CONNELL	evelyn!	1.0	1
6466	Romance	0	JAMIE	what is your problem?	1.0	4
6467	Romance	0	LEAH	bo-ring!	0.0	1
6468	Drama	1	TONY	tell him to hang on.	1.0	5
6469	Crime	1	KEYES	what's the matter? the dames chasing you again? or still? or is it none of my business?	1.0	17
6470	Sci-Fi	0	MAGENTA	i ask for nothing, master.	1.0	5
6471	Mystery	1	BRIEGLEB	read it!   read it, damn you!	1.0	6
6472	Drama	0	LUCY	he's just saying we should start talkin about what you're interested in. maybe can help you get some ideas together.	1.0	20
6473	Fantasy	0	GALADRIEL	and for two and a half thousand years the ring passed out of all knowledge.	1.0	15
6474	Adventure	1	CHUCK	i know you're talking about me!	1.0	6
6475	Horror	0	KELLY	we seem to say goodnight a lot.	1.0	7
6476	Mystery	1	ROSS	welcome to the big time.	1.0	5
6477	Drama	1	WELLES	the people. when they pay him homage, he adores them. but when they have the ... audacity to question him. to doubt him. to embarrass him. then he despises them.	1.0	30
6478	Romance	1	PETER	sorry, didn't bring my wallet.	1.0	5
6479	Adventure	1	BRODY	how does one get off this thing?	1.0	7
6480	Sci-Fi	1	CREEDY	helen, please.	1.0	2
6481	Crime	1	EARLY	i don't know. wish i did.	1.0	6
6482	Adventure	1	DUNBAR	the sugar didn't figure to last at that rate any way. i don't believe i'd go too far in saying that a foundation for good relations is being laid.	1.0	29
6483	Adventure	1	RUSSELL	i found the snipe and i followed it under your porch, but this snipe had a long tail and looked more like a large mouse.	1.0	25
6484	Romance	0	LETTY	excuse me?	1.0	2
6485	Sci-Fi	1	LUKE	shut down all the garbage mashers on the detention level.	1.0	10
6486	Crime	0	MOUNA	walter, what would you do if you didn't teach?	1.0	9
6487	Romance	0	MARIANNE	there i fell, and there i first saw willoughby.	0.0	9
6488	Music	1	BILLY	where's lisa and wendy?  ext. streets, club -- day	1.0	9
6489	Romance	0	TIFFANY	numtoknumtoknumtok.	1.0	1
6490	Crime	1	DANNY	no. but i'm the only one with my sad story.  and that's how it's gonna stay. garcetti harlan dale monty a.k.a. pooh-bear. did five years manslaughter for beating a pimp to death with an electric wheelchair.	1.0	36
6491	Horror	1	HECTOR	i can't see him, but this is definitely blood.  maybe you got him.	1.0	13
6492	Fantasy	1	PINTEL	aye.	1.0	1
6493	Sci-Fi	1	REESE	 then why am i talking to you? get out.	1.0	9
6494	Fantasy	0	TAMARA	so if the queen is not free by the stroke of midnight -- she must be already dead.	1.0	18
6495	Sci-Fi	1	BILL	starla.	1.0	1
6496	Drama	1	WILLIE	all right, boy... i'll trust you. where are you going?	1.0	10
6497	Drama	0	ALMA	you shouldn't wait till halfway through... kill her off after numtoknumtok minutes.	1.0	12
6498	War	1	PAUL	i wish i were like you. look at my staff, they won't work, they listen to no one.	1.0	18
6499	Drama	1	TIS	 looks like you could use some help.	1.0	7
6500	Comedy	1	GONZO	jesus creeping shit!	1.0	3
6501	Crime	0	BONNIE	 clyde, why do you want to marry me? numtoknumtoknumtok.	0.0	9
6502	Mystery	1	JOE	-- no, i totally do, i'm just... sort of in shock at this whole	1.0	14
6503	Crime	1	JOHN	what did he say?	1.0	4
6504	War	1	ALBERT	what kind of an horse?	1.0	5
6505	Sci-Fi	1	JETSON	your home is quite disordered.  i thought perhaps you had been burglarized when i walked in.	1.0	16
6506	War	1	ELIAS	no, dat ain't dat.	1.0	4
6507	Crime	1	CHAD	why did you tell him we could get more stuff?	1.0	10
6508	Drama	1	AARON	can we just forget about this?	1.0	6
6509	Crime	1	BASHER	somebody must know this bloke's name.	1.0	6
6510	Action	1	MASON	wait for me to unlock the door.	1.0	7
6511	Horror	0	KAREN	murder ?	1.0	2
6512	Fantasy	0	TANYA	yeah.	1.0	1
6513	Romance	1	PAT	who's that? that's not rick	1.0	5
6514	Comedy	1	HAYES	what does she do?	1.0	4
6515	Comedy	1	LETTERMAN	and are they embellished at all or is it pretty much factual?	1.0	12
6516	Drama	1	MITCH	can't do it.	1.0	3
6517	Crime	1	GENE	yes. it's ok, lynn. these are our friends.	1.0	8
6518	Romance	1	OLIVER	yeah i know who harvey milk is.	1.0	7
6519	Mystery	1	ARTHUR	why not?	1.0	2
6520	Horror	1	ELIOT	i'm afraid the viewing isn't until--	1.0	6
6521	Romance	1	HOMER	how about expecting people to be responsible enough to control themselves to begin with?	1.0	14
6522	Western	1	TIM	what is my job, mr. smith? maybe i'd better find out before macreedy does it for me.	1.0	17
6523	Sci-Fi	1	GRAHAM	 you said something was strange. what's strange?	1.0	7
6524	Crime	1	NICKY	listen to me, anthony. i got your head in a fuckin' vise. i'm gonna squash your fuckin' head like a grapefruit if you don't give me a name. don't make me have to do this, please. come on. don't make me be a bad guy. come on.	1.0	47
6525	Crime	0	JULES	his predecessor.	1.0	2
6526	Romance	0	HILDY	editorials?	1.0	1
6527	Romance	1	GUS	hush! i'm in the midst of a grand soliloquy here.	1.0	10
6528	Comedy	1	FISHER	go for it.	1.0	3
6529	Romance	1	RYAN	ft. lauderdale.	1.0	2
6530	Drama	1	PHIL	yeah, that would be great. then we could suspend you from a bridge in a straitjacket and set the rope on fire.	1.0	22
6531	Romance	1	BARRY	yes.	1.0	1
6532	Drama	0	MAYELLA	don't gotta tell me. me and my girlfriends use-ta talk 'bout them hard fingertips he got pickin' that guitar.	1.0	19
6533	Action	1	WINTERS	i knew you'de like it, lou. merry christmas. put some fresh flowers on your mom's grave for me. i'll be home in a couple days.	1.0	25
6534	Crime	1	HULL	who did barbosa collect from?	1.0	5
6535	Adventure	1	ROBIN	aagh!	1.0	1
6536	Drama	1	JACK	gordon, he's always got some angle working. he wants to keep twombley happy, i'm his boy.	1.0	16
6537	Drama	1	JACK	his career!	1.0	2
6538	Romance	1	HARVEY	wait. i'm thinking.  only if you come with me.	1.0	9
6539	Crime	1	GABRIEL	sing it in pictures, nick.	0.0	5
6540	Sci-Fi	1	SPOONER	who else is capable of controlling numtoknumtok% of the city's robots? who else would have the capability to use	1.0	19
6541	Drama	1	HESHER	i pulled the gas tank from an old chevy and i wanted to fuckin' blow it up, so i did. i didn't think about the millions of bits of metal that were gonna fly in every direction. i almost killed myself. i woke up in a hospital. i couldn't remember what happened and then this doctor at the end of my bed said 'son', and i said, 'don't call me son you fuckin' cunt', then he said, 'you blew off your nut'. some shrapnel had penetrated my left scrotal sack and ripped the furry sucker right off. my left fucking nut was gone, just like that.	1.0	106
6542	Drama	1	ANDREW	i think i catch your subtle drift walter.	1.0	8
6543	Crime	1	NICKY	i mean, this guy's just beggin' to be made an example of.	1.0	12
6544	Mystery	1	LARRY	wait, wait.	1.0	2
6545	Comedy	1	MARK	shut the fuck up, i don't even hav a job! numtoknumtok.	1.0	11
6546	Action	1	HUMMEL	you want respect, you child, you coffee server?  let's talk about dave ridgeway.	1.0	13
6547	Sci-Fi	1	EDSEL	 uhh ... nah.  go for broke.	1.0	6
6548	Romance	0	KAREN	have you got a moment?	1.0	5
6549	Action	1	MCCLANE	 al?  al, you here -- ?	1.0	6
6550	Action	1	CHRIS	no, hell no.	1.0	3
6551	Adventure	1	GEORGE	what do you mean?	1.0	4
6552	Crime	1	BENEDICT	well, i hope danny is as good as he thinks he is. a bouquet toss in prison can get pretty ugly. numtok    int. bank vault -- day numtok    ext. train station  -- day numtok    int. amtrak train -- day	1.0	39
6553	Mystery	1	RICKY	stop it!   don't hurt her!! seething mad, greer rips his gun from literally about to blow jessica's bra	1.0	18
6554	Sci-Fi	1	RAY	not so fast, not so fast, all right? now, there are two things we have to watch out for, and the second is people who might want our car.	1.0	29
6555	Fantasy	0	WITCH	how about a little fire, scarecrow?	0.0	6
6556	Mystery	0	KATHERINE	 no, you're not, are you?	1.0	5
6557	Adventure	1	PATTERSON	-well, it's just...  ...other men don't abandon their wiv at such a time-	1.0	13
6558	Crime	1	RAY	his brains were on the wall, jesse. like somebody painted 'em.	1.0	11
6559	Comedy	1	BREAN	...that's the general idea.	1.0	4
6560	Mystery	0	MARGIE	no .. i'll drive her ..	1.0	6
6561	Crime	0	LISA	how do you let go of a secret without telling the wrong person.	1.0	13
6562	Crime	1	ACE	plus, he had stopped askin' permission from back home for every little thing.	1.0	13
6563	Romance	0	ALISON	okay.	1.0	1
6564	Romance	0	LUCA	i'm not supposed to be!	1.0	5
6565	Adventure	0	CARINE	 shut up, chris.  seriously, i'll pay you back.	1.0	8
6566	Mystery	0	JO	object.	1.0	1
6567	Romance	0	LORETTA	he didn't come!	1.0	3
6568	War	1	GEORDIE	because he's so smart. and you're none too clean yourself. numtoknumtok.	1.0	11
6569	Comedy	1	PHIL	and then drive back out tomorrow	1.0	6
6570	Fantasy	1	GIBBS	abandon ship. abandon ship or abandon hope.	1.0	7
6571	Sci-Fi	1	MONK	relax now, bud.  just keep breathing as it fills... don't fight it.  take it in.  just let yourself take it in.	1.0	21
6572	Romance	0	VANESSA	 juno, don't worry about this. he just has cold feet. that's how boys are. the books all say the same thing. a woman becomes a mother when she gets pregnant. a man becomes a father when he sees his baby. he's going to get there. he'll get there.	0.0	48
6573	Mystery	1	COBB	it creates and perceives a world simultaneously. so well that you don't feel your brain doing the creating. that's why we can short- circuit the process...	1.0	26
6574	Crime	1	ACE	yeah, they're gonna kidnap my kid. what do you want?	1.0	10
6575	Adventure	1	BRODY	indy, it's important.	1.0	3
6576	Adventure	0	SIDNEY	...you know, that's another reason you're probably not in a successful relationship.	1.0	12
6577	Fantasy	1	BECKER	well, what are we gonna do about it n	1.0	9
6578	Romance	1	BARON	you do believe that i really love you?	1.0	8
6579	Romance	1	RONNY	what's wrong can never be made right. 	1.0	7
6580	Adventure	1	OLAF	hey, sven! numtoknumtok	1.0	3
6581	Sci-Fi	1	LINCOLN	i told you to stay with me.	1.0	7
6582	Crime	1	BLAKE	"it's how she signs her letters.  cause she looks at everything cockeyed...like picasso - she said they called her ""picasso"". "	1.0	20
6583	Romance	1	BARRY	let's just leave it there for now.	1.0	7
6584	Drama	1	BILL	val. it's over.	1.0	3
6585	Romance	1	JOHN	numtoknumtok. numtoknumtoknumtok numtoknumtoknumtok continued: 	1.0	4
6586	Crime	0	LYNN	 ...for our baby.	1.0	3
6587	Mystery	1	ROSS	bits.	1.0	1
6588	Crime	1	LEFTY	anything happens, make sure louise gets the cadillac. numtoknumtok       int. day.     motion loung nicky and boobie play gin. neil dia o n the juke box. left y enters.	1.0	28
6589	Sci-Fi	0	LULL	attaboy!  to begin with, i wanna ask ya; -- you sex life.  how many orgasms a week? numtoknumtok      int. mcclane's office - day mcclane yes?	1.0	25
6590	Drama	0	EVE	some hollywood movie star, her plane got in late.	1.0	9
6591	Romance	0	CHARLOTTE	 he is the best child in the world-- he never cries unless he wants to and then, lord, there is no stopping him.	1.0	23
